,index,id,target,enzyme,pathway,smile,name
406,406,DB12010,P43405|P0DMS8|Q99870|O00519|Q99808|P22309|O76074|P09917|P25774|P07711|P00519|P62344|P9WI81|Q9UK32|P29597|Q8NI60|P23458|P08581|Q8IY84|Q9P289|P17612|Q9Y6E0|Q13188|P42680|Q9BYT3|Q8TDR2|Q9NRP7|Q15208|Q9Y2H1|Q9UEW8|Q7L7X3|Q9UL54|Q9H2K8|Q9UHD2|Q02763|Q15569|P36897|P37173|P35590|Q9UKI8|Q86UE8|Q9UKE5|Q13470|Q07912|Q59H18|Q9BXA7|P33981|P42681|Q06418|O75385|Q8IYT8|Q6PHR2|P30291|P07947|Q56UN5|Q9NYL2|P43403|Q2M2I8|P42684|Q04771|P36896|Q96D53|Q9UM73|Q8NFD2|O14965|Q96GD4|Q9UQB9|P30530|P51451|Q9NSY1|O00238|Q13873|P51813|P15056|Q06187|Q14012|Q8IU85|Q96NX5|Q9UQM7|Q13554|Q13557|Q13555|Q8N5S9|Q96RR4|O14936|P07498|P06493|Q6DT37|P11802|Q00532|Q92772|O14757|O96017|O14578|P49759|P49760|P49761|Q9HAZ1|P07333|P41240|P48729|P68400|P19784|P53355|Q9UIK4|O43293|O15075|Q8N568|Q9C098|Q08345|Q16832|Q13627|Q9Y463|P00533|Q9BQI3|P19525|Q9P2K8|P21709|P29317|P29320|P54764|P54756|Q9UF33|Q15375|P29322|P54762|P29323|P54760|O15197|P04626|Q15303|O75460|P16591|P07332|P11362|P21802|P22607|P09769|P17948|P36888|P35916|P42345|P42685|P06241|O14976|P49840|P49841|P08631|Q9H2X6|Q9H422|Q9UPZ9|O14920|Q14164|P06213|P14616|P51617|Q9Y616|Q9NWZ3|Q08881|O60674|P52333|P35968|Q9Y2K2|P10721|O95835|P06239|P53667|P53671|Q5S007|P29376|P07948|P36507|P46734|Q13163|P52564|Q13233|Q02779|Q16584|Q12852|O43283|Q6ZN16|Q9Y2U5|Q99759|Q9Y6R4|O95382|P80192|Q92918|Q12851|Q8IVH8|O95819|Q9Y4K4|P53779|O15264|Q16539|Q8TD08|P31152|Q13164|P45984|Q8IW41|Q9P0L2|Q7KZI7|P27448|Q96L34|Q7Z460|Q9Y2H9|P42679|Q14680|Q12866|Q8N4C8|Q9BUB5|Q9HBH9|Q04912|O15146|Q15746|Q9H1R3|Q32MK0|Q86YV6|Q8NEV4|Q96PY6|Q8NG66|P51955|P51956|P51957|Q6P3R8|Q8TD19|P04629|Q16620|Q16288|O60285|Q9H093|O95747|Q13153|Q13177|O75914|O96013|Q9NQU5|Q9P286|Q00536|Q00537|P16234|P09619|O15530|Q96Q40|Q16816|Q9UBF8|O00750|O75747|O00329|P48736|P11309|Q86V86|P78356|Q8TBX8|Q99640|Q16512|Q16513|P53350|Q9NYY3|Q9H4B4|O00444|Q13131|Q13131|P22694|Q05655|Q02156|P05129|P41743|Q04759|Q15139|Q13237|Q13523|Q05397|Q14289|Q13882|P04049|P07949|Q9BRS2|Q9BVS4|O14730|Q13546|O43353|P57078|O75116|P08922|Q15418|P51812|Q52WX2|P0C264|Q96BR1|P57059|Q9H0K1|Q9H2G2|Q9NRH2|P12931|Q9H3Y6|O94804|O75716|Q9UEE5|O94768|Q8WU08,P08684|O60656,"hsa:6850|hsa:140|hsa:2166|hsa:2030|hsa:54658|hsa:8654|hsa:240|hsa:1520|hsa:1514|hsa:25|hsa:27330|hsa:7297|hsa:56997|hsa:3716|hsa:4233|hsa:167359|hsa:51765|hsa:5566|hsa:8428|hsa:6788|hsa:7006|hsa:65975|hsa:140901|hsa:27148|hsa:11329|hsa:23012|hsa:27347|hsa:57551|hsa:9344|hsa:51347|hsa:29110|hsa:7010|hsa:7016|hsa:7046|hsa:7048|hsa:7075|hsa:9874|hsa:11011|hsa:23043|hsa:8711|hsa:10188|hsa:100526835,hsa:51086|hsa:83942|hsa:7272|hsa:7294|hsa:7301|hsa:8408|hsa:9706|hsa:25989|hsa:7465|hsa:7525|hsa:80122|hsa:51776|hsa:7535|hsa:22848|hsa:27|hsa:90|hsa:91|hsa:79934|hsa:238|hsa:255239|hsa:6790|hsa:9212|hsa:6795|hsa:558|hsa:640|hsa:55589|hsa:658|hsa:659|hsa:660|hsa:673|hsa:695|hsa:8536|hsa:57118|hsa:57172|hsa:815|hsa:816|hsa:817|hsa:818|hsa:84254|hsa:10645|hsa:8573|hsa:1448|hsa:983|hsa:55561|hsa:1019|hsa:8814|hsa:8999|hsa:1111|hsa:11200|hsa:11113|hsa:1195|hsa:1196|hsa:1198|hsa:57396|hsa:1436|hsa:1445|hsa:1452|hsa:1457|hsa:1459|hsa:1612|hsa:23604|hsa:1613|hsa:9201|hsa:166614|hsa:85443|hsa:780|hsa:4921|hsa:1859|hsa:9149|hsa:1956|hsa:27102|hsa:5610|hsa:440275|hsa:2041|hsa:1969|hsa:2042|hsa:2043|hsa:2044|hsa:285220|hsa:2045|hsa:2046|hsa:2047|hsa:2048|hsa:2050|hsa:2051|hsa:2064|hsa:2066|hsa:2081|hsa:2241|hsa:2242|hsa:2260|hsa:2263|hsa:2261|hsa:2268|hsa:2321|hsa:2322|hsa:2324|hsa:2475|hsa:2444|hsa:2534|hsa:2580|hsa:2931|hsa:2932|hsa:3055|hsa:28996|hsa:10114|hsa:22858|hsa:3551|hsa:9641|hsa:3643|hsa:3645|hsa:3654|hsa:11213|hsa:51135|hsa:3702|hsa:3717|hsa:3718|hsa:3791|hsa:23387|hsa:3815|hsa:9113|hsa:3932|hsa:3984|hsa:3985|hsa:120892|hsa:4058|hsa:4067|hsa:5605|hsa:5606|hsa:5607|hsa:5608|hsa:4214|hsa:4294|hsa:4296|hsa:7786|hsa:9175|hsa:389840|hsa:10746|hsa:4215|hsa:4216|hsa:9064|hsa:4293|hsa:11184|hsa:5871|hsa:8491|hsa:9448|hsa:11183|hsa:5602|hsa:5603|hsa:1432|hsa:225689|hsa:5596|hsa:5598|hsa:5601|hsa:8550|hsa:4139|hsa:2011|hsa:4140|hsa:57787|hsa:23332|hsa:22983|hsa:4145|hsa:9833|hsa:10461|hsa:50488|hsa:8569|hsa:2872|hsa:4486|hsa:4593|hsa:4638|hsa:85366|hsa:91807|hsa:340156|hsa:53904|hsa:4750|hsa:79858|hsa:4751|hsa:4752|hsa:6787|hsa:341676|hsa:91754|hsa:4914|hsa:4915|hsa:4916|hsa:9891|hsa:81788|hsa:9943|hsa:5058|hsa:5062|hsa:5063|hsa:10298|hsa:56924|hsa:57144|hsa:5127|hsa:5128|hsa:5156|hsa:5159|hsa:5170|hsa:65061|hsa:5260|hsa:5298|hsa:5287|hsa:5288|hsa:5293|hsa:5294|hsa:5292|hsa:415116|hsa:8396|hsa:79837|hsa:9088|hsa:5585|hsa:5586|hsa:5347|hsa:10769|hsa:1263|hsa:10733|hsa:5562|hsa:5562|hsa:5567|hsa:5580|hsa:5581|hsa:5582|hsa:5584|hsa:5588|hsa:5587|hsa:5593|hsa:8899|hsa:5747|hsa:2185|hsa:5753|hsa:5894|hsa:5979|hsa:83732|hsa:55781|hsa:8780|hsa:8737|hsa:8767|hsa:9475|hsa:6098|hsa:6195|hsa:6197|hsa:388228|hsa:100130827|hsa:100533105,hsa:23678|hsa:150094|hsa:23235|hsa:9748|hsa:54861|hsa:6714|hsa:6725|hsa:6793|hsa:8576|hsa:9263|hsa:9262|hsa:202374",COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC,Fostamatinib
407,407,DB00436,P55017|Q12791|P00915|P00918|P22748,P51580,hsa:6559|hsa:3778|hsa:759|hsa:760|hsa:762,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,Bendroflumethiazide
408,408,DB01075,P35367|P08172,P10635|P05177|P11712|P33261|P33260|P20813|P23219,hsa:3269|hsa:1129,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Diphenhydramine
409,409,DB00741,P04150|P04083|P80365|P14060,P08684|P20815|P24462|P15538|P19099|P10632,hsa:2908|hsa:301|hsa:3291|hsa:3283,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Hydrocortisone
410,410,DB00983,P07550|P08588|P13945,P10635|P33261|P11712|P11509,hsa:154|hsa:153|hsa:155,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,Formoterol
411,411,DB09198,P37231,P05177|P11712|P33261,hsa:5468,COC1=CC=C(OC2=NC=NC(=C2)N(C)CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,Lobeglitazone
412,412,DB01006,P11511,P11511|P08684|P11509,hsa:1588,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,Letrozole
413,413,DB00637,P35367|Q12809|O95259|P10636,P08684|P20815|P24462|P10635|P51589,hsa:3269|hsa:3757|hsa:3756|hsa:4137,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,Astemizole
414,414,DB00861,P35354|P23219,Q9HAW9,hsa:5743|hsa:5742,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,Diflunisal
415,415,DB06595,P17252|P35968|P10721|P16234|P09619|P36888,P05177|P20813|P10632|P11712|P33261|P10635|P05181|P08684|P20815|P24462|Q9HB55,hsa:5578|hsa:3791|hsa:3815|hsa:5156|hsa:5159|hsa:2322,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,Midostaurin
416,416,DB14006,Q9Y5K3|P22303|P49585|O14939|P06276|Q13393|Q8TCT1|P36544,Q9Y6K0|Q9Y259|P28329|P35790|Q8NE62,hsa:9468|hsa:43|hsa:5130|hsa:5338|hsa:590|hsa:5337|hsa:162466|hsa:1139,C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O,Cholinesalicylate
417,417,DB06772,P68366|Q9H4B7,P08684|P20815|P10632,hsa:7277|hsa:81027,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,Cabazitaxel
418,418,DB04855,P35348|P35368|P25100|P08913|P18089|P18825|P08588|Q12809|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|P35498|O95069,P08684|P10635,hsa:148|hsa:147|hsa:146|hsa:150|hsa:151|hsa:152|hsa:153|hsa:3757|hsa:775|hsa:776|hsa:778|hsa:779|hsa:782|hsa:783|hsa:784|hsa:785|hsa:6323|hsa:3776,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,Dronedarone
419,419,DB00849,P14867|P47869|P34903|P48169|P31644|Q16445|P43681|P36544|P42262|Q13002|O75469,P33261|P20813,hsa:2554|hsa:2555|hsa:2556|hsa:2557|hsa:2558|hsa:2559|hsa:1137|hsa:1139|hsa:2891|hsa:2898|hsa:8856,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,Methylphenobarbital
420,420,DB00394,P04150,P20815,hsa:2908,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Beclomethasonedipropionate
421,421,DB01221,Q8TCU5|P25103|P14416|P41143|P23975|P41145|P35372|BE0004890|BE0004957|BE0004958|P46098|Q693P7|P06276|P29475,P11712|P08684|P20813|P23219|P10632,hsa:116443|hsa:6869|hsa:1813|hsa:4985|hsa:6530|hsa:4986|hsa:4988|hsa:3359|hsa:590|hsa:4842,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,Ketamine
422,422,DB00472,P31645|Q12809|P28335|P61024,P33261|P10635|P11712|Q14097|P05177|P08684|P20813|P20815,hsa:6532|hsa:3757|hsa:3358|hsa:1163,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Fluoxetine
423,423,DB00845,Q5L2G3|O95342,P08684,hsa:8647,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,Clofazimine
424,424,DB00195,P08588|P07550,P05177|P10635,hsa:153|hsa:154,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,Betaxolol
425,425,DB01612,P16066,P05091,hsa:4881,CCCCCON=O,Amylnitrite
426,426,DB01222,P04150,P08684,hsa:2908,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Budesonide
427,427,DB00772,P06276,P05177|P20813,hsa:590,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,Malathion
428,428,DB00514,Q99720|Q5T1J1|Q8TCU5|Q15822|P31645|O00264|P32297|P43681|P30926|P17787|P36544|P35372|P41143|P41145|P04839|P23975,P08684|P10635|P20815|P24462|P20813|P33261|P11712|P10632|P05181,hsa:10280|hsa:116443|hsa:1135|hsa:6532|hsa:10857|hsa:1136|hsa:1137|hsa:1143|hsa:1141|hsa:1139|hsa:4988|hsa:4985|hsa:4986|hsa:1536|hsa:6530,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,Dextromethorphan
429,429,DB00484,P08913|P18089|P18825,Q06278,hsa:150|hsa:151|hsa:152,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,Brimonidine
430,430,DB00810,P11229|Q15822,P10635,hsa:1128|hsa:1135,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,Biperiden
431,431,DB00872,P37288|P30518,P08684,hsa:552|hsa:554,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,Conivaptan
432,432,DB04817,P23219,P20813|P08684,hsa:5742,CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,Metamizole
433,433,DB00207,P60725|P61177|Q9UM07,P11509|P05177|P08684,hsa:23569,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Azithromycin
434,434,DB01217,P11511,P11511|P05177|P11712|P08684,hsa:1588,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,Anastrozole
435,435,DB00297,Q9Y5Y9|P34995,P08684|P05177|P33261|P10635,hsa:6336|hsa:5731,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,Bupivacaine
436,436,DB09061,P21554|P34972|P47775|P23415|BE0004857|O75311|Q14330|Q9Y2T6|P08908|P28223|P36544|P41143|P35372|P37231|Q8NER1|O43497|O95180|Q9P0X4|O75762|Q7Z2W7|Q9Y5S1|Q8NET8|Q9HBA0|P21796,P11712|P33261|P10635|P08684|P20815|P24752|F1T0I5|P04040|P23219|P35354|P24462|P04798|P05177|Q16678|F5GY58|O00519|P00390|P07203|P04035|P14902|P09917|P16050|Q02083|Q08257|Q6IQ20|P04054|P05093|P00441|P17405,hsa:1268|hsa:1269|hsa:2835|hsa:2741|hsa:8001|hsa:2841|hsa:9290|hsa:3350|hsa:3356|hsa:1139|hsa:4985|hsa:4988|hsa:5468|hsa:7442|hsa:8913|hsa:8912|hsa:8911|hsa:8989|hsa:79054|hsa:51393|hsa:162514|hsa:59341|hsa:7416,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,Cannabidiol
437,437,DB00379,Q14524|P35869,P05177|P10635|P20813|P05181|P08684,hsa:6331|hsa:196,CC(N)COC1=C(C)C=CC=C1C,Mexiletine
438,438,DB00515,P29372|P01023|P02787|O00244,P05164|P47989|Q02928|P35354|P9WJI5|P11712|P20813|P06276|P30711|P04731|P02795|P00441|P09211|P15559|P09488,hsa:4350|hsa:7018|hsa:475,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H],Cisplatin
439,439,DB00169,P11473,Q6VVX0|Q02318|P51589|P08684|P05108|P04798|P20813|P33261|P10632|P11712|P10635,hsa:7421,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,Cholecalciferol
440,440,DB00748,P35367,P20813|P33261|P10632|P11712|P10635|P05181|P08684,hsa:3269,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Carbinoxamine
441,441,DB00343,Q06432,P08684|P20815|P24462|P33261|P10635|P10632|P11712,hsa:786,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,Diltiazem
442,442,DB00952,P28221|P28222|P30939|P08908,P21397,hsa:3352|hsa:3351|hsa:3355|hsa:3350,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,Naratriptan
443,443,DB01127,P10613|O75469,P11511|P05181|P08684,hsa:8856,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,Econazole
444,444,DB00834,P06401|P04150|P07288|O75469,P08684|P20815|P24462|P10635|P05177,hsa:5241|hsa:2908|hsa:354|hsa:8856,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],Mifepristone
445,445,DB11827,P31639,O60656|P16662|P22309|P22310,hsa:6524,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,Ertugliflozin
446,446,DB01400,P22303,P06276,hsa:43,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,Neostigmine
447,447,DB00134,Q9UBK8|Q99707|P50579|Q93088|Q9H2M3,P15104|P42898|P31153|Q9Y3D2|Q00266|Q9NZV6|Q9UJ68|P56192|Q96GW9|Q9NZL9,hsa:4552|hsa:4548|hsa:10988|hsa:635|hsa:23743,CSCC[C@H](N)C(O)=O,Methionine
448,448,DB00501,P25021,P05177|P33261|P08684|P20815|P24462|P10635|P15538|P10632|P11712|P05181|P31513|Q01740,hsa:3274,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,Cimetidine
449,449,DB00150,Q9UGM6|P00953|P23381,P48775|P20711|P00953|Q9UGM6|P17752|Q8IWU9|P23381|P14902,hsa:10352|hsa:7453,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,Ltryptophan
450,450,DB00542,P12821,P42898,hsa:1636,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,Benazepril
451,451,DB06626,P17948|P35968|P35916,P08684|P20815|P05177|P33261|P22309,hsa:2321|hsa:3791|hsa:2324,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Axitinib
452,452,DB00146,P11473,O15528|Q07973,hsa:7421,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,Calcidiol
453,453,DB00233,P35354|O15111|P09917|Q9NZK7|P9WNC7,P05164,hsa:5743|hsa:1147|hsa:240|hsa:30814,NC1=CC(O)=C(C=C1)C(O)=O,Aminosalicylicacid
454,454,DB01136,P08588|P35348|O95298|P07550|P15692|P16860|P17302|Q12809|P19320|P25100|P35368|P18825|P18089|P08913|P16581|Q16665|P48050,P47989|P11712|P10635|P05177|P08684|P04798|P05181|P23219,hsa:153|hsa:148|hsa:4718|hsa:154|hsa:7422|hsa:4879|hsa:2697|hsa:3757|hsa:7412|hsa:146|hsa:147|hsa:152|hsa:151|hsa:150|hsa:6401|hsa:3091|hsa:3761,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,Carvedilol
455,455,DB01046,P51788,P16152,hsa:1181,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,Lubiprostone
456,456,DB00294,P06401|P03372,P08684,hsa:5241|hsa:2099,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Etonogestrel
457,457,DB00978,P43702|P43700|P11388,P05177,hsa:7153,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,Lomefloxacin
458,458,DB04839,P10275|P07288,P11511|P10635,hsa:367|hsa:354,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],Cyproteroneacetate
459,459,DB00979,P11229,P06276,hsa:1128,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,Cyclopentolate
460,460,DB06710,P10275|P03372,P11511|P20813|P08684,hsa:367|hsa:2099,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Methyltestosterone
461,461,DB01466,P35372,P10635|P16435|P20813|P08684|P24462,hsa:4988,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Ethylmorphine
462,462,DB00459,P19793|P10276|P10826|P13631|P28702|P48443|P09455,O43174,hsa:6256|hsa:5914|hsa:5915|hsa:5916|hsa:6257|hsa:6258|hsa:5947,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,Acitretin
463,463,DB00216,P28221|P28222|P30939|P08908|P28566|P41595|P34969,P08684|P10635|P11712|P33261|P23219|P11509,hsa:3352|hsa:3351|hsa:3355|hsa:3350|hsa:3354|hsa:3357|hsa:3363,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,Eletriptan
464,464,DB01244,O00555|O95180|Q9NY47|P05023|P51787|P63316|P0DP23|Q01064|P54750|Q12809,P10635,"hsa:773|hsa:8912|hsa:9254|hsa:476|hsa:3784|hsa:7134|hsa:801,hsa:805,hsa:808|hsa:5153|hsa:5136|hsa:3757",CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,Bepridil
465,465,DB01234,P04150|P51843|P04083|P35228|O75469,P08684|P20815|P24462|P11712|P05108|P05093|P11511|P04798|Q16678|P11509|P20813|P33261|P10632|P10635|P05181|Q9HB55|Q02928,hsa:2908|hsa:190|hsa:301|hsa:4843|hsa:8856,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Dexamethasone
466,466,DB13954,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,hsa:2099|hsa:8856|hsa:2100|hsa:1137|hsa:10499|hsa:2852|hsa:4508|hsa:8678|hsa:3294|hsa:2104,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1,Estradiolcypionate
467,467,DB01254,P00519|P12931|P29317|P06239|P07947|P10721|P09619|P51692|P42684|P06241|Q06187|Q92570|P11274|P41240|P54756|P54760|P09769|P42685|P11142|P07948|Q9NYL2|Q16539|Q06203,P08684|P04798|P05177|Q16678|P20815|P31513,hsa:25|hsa:6714|hsa:1969|hsa:3932|hsa:7525|hsa:3815|hsa:5159|hsa:6777|hsa:27|hsa:2534|hsa:695|hsa:8013|hsa:613|hsa:1445|hsa:2044|hsa:2050|hsa:2268|hsa:2444|hsa:3312|hsa:4067|hsa:51776|hsa:1432|hsa:5471,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,Dasatinib
468,468,DB00751,P35367|P25021|P35348|P08913|P28223|P34969,P20813|P10635|P08684,hsa:3269|hsa:3274|hsa:148|hsa:150|hsa:3356|hsa:3363,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,Epinastine
469,469,DB00122,Q9Y5K3|P22303|P49585|O14939|P06276|Q13393|Q8TCT1|P36544,Q9Y6K0|Q9Y259|P28329|P35790|Q8NE62,hsa:9468|hsa:43|hsa:5130|hsa:5338|hsa:590|hsa:5337|hsa:162466|hsa:1139,C[N+](C)(C)CCO,Choline
470,470,DB06637,Q09470|P16389|P22001|P22459|P22460|P17658|Q96RP8|Q16322|Q14721|Q92953|P48547|Q96PR1|Q14003|Q9NSA2|Q9NZV8|Q9UK17,P05181,hsa:3736|hsa:3737|hsa:3738|hsa:3739|hsa:3741|hsa:3742|hsa:3743|hsa:3744|hsa:3745|hsa:9312|hsa:3746|hsa:3747|hsa:3748|hsa:3750|hsa:3751|hsa:3752,NC1=CC=NC=C1,Dalfampridine
471,471,DB01194,P00918|P00915|P22748|P35218|P07451,P08684,hsa:760|hsa:759|hsa:762|hsa:763|hsa:761,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,Brinzolamide
472,472,DB00318,P35372|P41145|P41143,P10635|P08684|P20815|P24462|P16662|P06133,hsa:4988|hsa:4986|hsa:4985,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,Codeine
473,473,DB01252,Q09428|P37231,P35503|P16662,hsa:6833|hsa:5468,[H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O,Mitiglinide
474,474,DB00414,P48048,P16152,hsa:3758,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Acetohexamide
475,475,DB00769,P04150,P08684,hsa:2908,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Hydrocortamate
476,476,DB00887,Q13621|P55011|Q9UP95|Q9H2X9|P13569,P35354,hsa:6557|hsa:6558|hsa:6560|hsa:57468|hsa:1080,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,Bumetanide
477,477,DB04846,P08588|P07550,P08684,hsa:153|hsa:154,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,Celiprolol
478,478,DB01005,P23921,P10635,hsa:6240,NC(=O)NO,Hydroxyurea
